date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:03:38	914/914	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Oct%202023%2007:45:31%20GMT	https://promocionsocial.org/wp-content/plugins/give/assets/dist/images/tick.png	C:/My%20Web%20Sites/her/promocionsocial.org/wp-content/plugins/give/assets/dist/images/tick.png	(from https://promocionsocial.org/wp-content/cache/min/1/wp-content/cache/asset-cleanup/css/item/give__assets__dist__css__give-css-vd9b6aa06fa0da7b7097840b25ddd29f99a8e4e2a.css?ver=1695887815)
15:03:38	1811/1811	---M--	200	added ('OK')	image/png	etag:%22651bc69b-713%22	https://promocionsocial.org/wp-content/plugins/give/assets/dist/images/dankort.png	C:/My%20Web%20Sites/her/promocionsocial.org/wp-content/plugins/give/assets/dist/images/dankort.png	(from https://promocionsocial.org/wp-content/cache/min/1/wp-content/cache/asset-cleanup/css/item/give__assets__dist__css__give-css-vd9b6aa06fa0da7b7097840b25ddd29f99a8e4e2a.css?ver=1695887815)
15:03:38	178/178	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Sep%202023%2007:45:04%20GMT	https://promocionsocial.org/wp-content/plugins/give-form-field-manager/assets/dist/img/ui-bg_flat_75_ffffff_40x100.png	C:/My%20Web%20Sites/her/promocionsocial.org/wp-content/plugins/give-form-field-manager/assets/dist/img/ui-bg_flat_75_ffffff_40x100.png	(from https://promocionsocial.org/wp-content/cache/min/1/wp-content/plugins/give-form-field-manager/assets/dist/css/give-ffm-datepicker.css?ver=1695887815)
15:03:39	105/105	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Sep%202023%2007:45:04%20GMT	https://promocionsocial.org/wp-content/plugins/give-form-field-manager/assets/dist/img/ui-bg_glass_65_ffffff_1x400.png	C:/My%20Web%20Sites/her/promocionsocial.org/wp-content/plugins/give-form-field-manager/assets/dist/img/ui-bg_glass_65_ffffff_1x400.png	(from https://promocionsocial.org/wp-content/cache/min/1/wp-content/plugins/give-form-field-manager/assets/dist/css/give-ffm-datepicker.css?ver=1695887815)
15:03:39	120/120	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Sep%202023%2007:45:04%20GMT	https://promocionsocial.org/wp-content/plugins/give-form-field-manager/assets/dist/img/ui-bg_glass_55_fbf9ee_1x400.png	C:/My%20Web%20Sites/her/promocionsocial.org/wp-content/plugins/give-form-field-manager/assets/dist/img/ui-bg_glass_55_fbf9ee_1x400.png	(from https://promocionsocial.org/wp-content/cache/min/1/wp-content/plugins/give-form-field-manager/assets/dist/css/give-ffm-datepicker.css?ver=1695887815)
15:03:39	149/149	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Sep%202023%2007:45:04%20GMT	https://promocionsocial.org/wp-content/plugins/give-form-field-manager/assets/dist/img/ui-bg_glass_95_fef1ec_1x400.png	C:/My%20Web%20Sites/her/promocionsocial.org/wp-content/plugins/give-form-field-manager/assets/dist/img/ui-bg_glass_95_fef1ec_1x400.png	(from https://promocionsocial.org/wp-content/cache/min/1/wp-content/plugins/give-form-field-manager/assets/dist/css/give-ffm-datepicker.css?ver=1695887815)
15:03:40	4369/4369	---M--	200	added ('OK')	image/png	etag:%2265152f00-1111%22	https://promocionsocial.org/wp-content/plugins/give-form-field-manager/assets/dist/img/ui-icons_222222_256x240.png	C:/My%20Web%20Sites/her/promocionsocial.org/wp-content/plugins/give-form-field-manager/assets/dist/img/ui-icons_222222_256x240.png	(from https://promocionsocial.org/wp-content/cache/min/1/wp-content/plugins/give-form-field-manager/assets/dist/css/give-ffm-datepicker.css?ver=1695887815)
15:03:40	4369/4369	---M--	200	added ('OK')	image/png	etag:%2265152f00-1111%22	https://promocionsocial.org/wp-content/plugins/give-form-field-manager/assets/dist/img/ui-icons_888888_256x240.png	C:/My%20Web%20Sites/her/promocionsocial.org/wp-content/plugins/give-form-field-manager/assets/dist/img/ui-icons_888888_256x240.png	(from https://promocionsocial.org/wp-content/cache/min/1/wp-content/plugins/give-form-field-manager/assets/dist/css/give-ffm-datepicker.css?ver=1695887815)
15:03:40	4369/4369	---M--	200	added ('OK')	image/png	etag:%2265152f00-1111%22	https://promocionsocial.org/wp-content/plugins/give-form-field-manager/assets/dist/img/ui-icons_454545_256x240.png	C:/My%20Web%20Sites/her/promocionsocial.org/wp-content/plugins/give-form-field-manager/assets/dist/img/ui-icons_454545_256x240.png	(from https://promocionsocial.org/wp-content/cache/min/1/wp-content/plugins/give-form-field-manager/assets/dist/css/give-ffm-datepicker.css?ver=1695887815)
15:03:40	4369/4369	---M--	200	added ('OK')	image/png	etag:%2265152f00-1111%22	https://promocionsocial.org/wp-content/plugins/give-form-field-manager/assets/dist/img/ui-icons_2e83ff_256x240.png	C:/My%20Web%20Sites/her/promocionsocial.org/wp-content/plugins/give-form-field-manager/assets/dist/img/ui-icons_2e83ff_256x240.png	(from https://promocionsocial.org/wp-content/cache/min/1/wp-content/plugins/give-form-field-manager/assets/dist/css/give-ffm-datepicker.css?ver=1695887815)
15:03:41	4369/4369	---M--	200	added ('OK')	image/png	etag:%2265152f00-1111%22	https://promocionsocial.org/wp-content/plugins/give-form-field-manager/assets/dist/img/ui-icons_cd0a0a_256x240.png	C:/My%20Web%20Sites/her/promocionsocial.org/wp-content/plugins/give-form-field-manager/assets/dist/img/ui-icons_cd0a0a_256x240.png	(from https://promocionsocial.org/wp-content/cache/min/1/wp-content/plugins/give-form-field-manager/assets/dist/css/give-ffm-datepicker.css?ver=1695887815)
15:03:41	180/180	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Sep%202023%2007:45:04%20GMT	https://promocionsocial.org/wp-content/plugins/give-form-field-manager/assets/dist/img/ui-bg_flat_0_aaaaaa_40x100.png	C:/My%20Web%20Sites/her/promocionsocial.org/wp-content/plugins/give-form-field-manager/assets/dist/img/ui-bg_flat_0_aaaaaa_40x100.png	(from https://promocionsocial.org/wp-content/cache/min/1/wp-content/plugins/give-form-field-manager/assets/dist/css/give-ffm-datepicker.css?ver=1695887815)
15:03:41	646/646	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Sep%202023%2007:45:50%20GMT	https://promocionsocial.org/wp-content/plugins/search-filter-pro/public/assets/css/chosen-sprite.png	C:/My%20Web%20Sites/her/promocionsocial.org/wp-content/plugins/search-filter-pro/public/assets/css/chosen-sprite.png	(from https://promocionsocial.org/wp-content/plugins/search-filter-pro/public/assets/css/search-filter.min.css?ver=2.5.16)
15:03:41	872/872	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Sep%202023%2007:45:50%20GMT	https://promocionsocial.org/wp-content/plugins/search-filter-pro/public/assets/css/chosen-sprite@2x.png	C:/My%20Web%20Sites/her/promocionsocial.org/wp-content/plugins/search-filter-pro/public/assets/css/chosen-sprite@2x.png	(from https://promocionsocial.org/wp-content/plugins/search-filter-pro/public/assets/css/search-filter.min.css?ver=2.5.16)
15:03:42	6299/6299	---M--	200	added ('OK')	image/png	etag:%2265152f2e-189b%22	https://promocionsocial.org/wp-content/plugins/search-filter-pro/public/assets/img/ui-icons_ffffff_256x240.png	C:/My%20Web%20Sites/her/promocionsocial.org/wp-content/plugins/search-filter-pro/public/assets/img/ui-icons_ffffff_256x240.png	(from https://promocionsocial.org/wp-content/plugins/search-filter-pro/public/assets/css/search-filter.min.css?ver=2.5.16)
